variable_name,label,questionnaire,source_file,category,type
WB166Q04HA,How did you feel the last time you attended a mathematics class at school? Motivated or inspired,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB167Q01HA,When was the last time you attended a [test language lesson] at school?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB168Q01HA,How did you feel the last time you attended a [test language lesson] at school? Bored,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB168Q02HA,How did you feel the last time you attended a [test language lesson] at school? Challenged,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB168Q03HA,How did you feel the last time you attended a [test language lesson] at school? Nervous or tense,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB168Q04HA,How did you feel the last time you attended a [test language lesson] at school? Motivated or inspired,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB171Q01HA,Now think of the last time you had a break between classes at school. How did you feel? Happy,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB171Q02HA,Now think of the last time you had a break between classes at school. How did you feel? Lonely,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB171Q03HA,Now think of the last time you had a break between classes at school. How did you feel? Nervous or tense,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB171Q04HA,Now think of the last time you had a break between classes at school. How did you feel? Full of energy,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB172Q01HA,When was the last time you spent time outside your home with your friends?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB173Q01HA,How did you feel the last time you spent time outside your home with your friends? Bored,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB173Q02HA,How did you feel the last time you spent time outside your home with your friends? Happy,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB173Q03HA,How did you feel the last time you spent time outside your home with your friends? Nervous or tense,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB173Q04HA,How did you feel the last time you spent time outside your home with your friends? Full of energy,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB176Q01HA,When was the very last time you did your homework/studied for school?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB177Q01HA,How did you feel the last time you did your homework/studied for school? Bored,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB177Q02HA,How did you feel the last time you did your homework/studied for school? Challenged,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB177Q03HA,How did you feel the last time you did your homework/studied for school? Nervous or tense,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB177Q04HA,How did you feel the last time you did your homework/studied for school? Motivated or inspired,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB032Q01NA,"Outside of school, during the past 7 days, on how many days did you engage in: Moderate physical activities [...]",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB032Q02NA,"Outside of school, during the past 7 days, on how many days did you engage in: Vigorous physical activities [...]",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB031Q01NA,"This school year, on average, on how many days do you attend physical education classes each week?",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB178Q01HA,"The following questions refer to your day yesterday: Overall, did you feel that you accomplished something yesterday?",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB178Q02HA,The following questions refer to your day yesterday: Were you treated with respect all day yesterday?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB178Q03HA,The following questions refer to your day yesterday: Did you smile or laugh a lot yesterday?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB178Q04HA,The following questions refer to your day yesterday: Did you learn or do something interesting yesterday?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB178Q05HA,The following questions refer to your day yesterday: Did you have enough energy to get things done yesterday?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB178Q06HA,"The following questions refer to your day yesterday: Overall, are you satisfied with how you spent your time yesterday?",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB178Q07HA,The following questions refer to your day yesterday: Was yesterday a typical day?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
FL150Q01TA,"Learned how to manage your money in a course: At school, in a subject or course specifically about managing your money",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL150Q02TA,Learned how to manage your money in a course: At school as part of another subject or course,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL150Q03TA,Learned how to manage your money in a course: In an activity outside school,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL151Q01HA,Text books used in the last 12 months: Have you had a specific text book on money matters?,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL151Q02HA,Text books used in the last 12 months: Have you had a text book on some other subject that discusses money matters?,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q01HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Interest payment",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q02HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Compound interest",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q03HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Exchange rate",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q04HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Depreciation",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q05HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Shares/stocks",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q06HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Return on investment",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q07HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Dividend",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q08HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Diversification",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q09HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Debit card",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q10HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Bank loan",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q11HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Pension plan",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q12HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Budget",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q13HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Wage",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q14HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Entrepreneur",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q15HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Central bank",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q16HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Income tax",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q17HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Credit default swap",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL164Q18HA,"School lessons in the last 12 months, have you heard of, or learnt about, the following term: Call option",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL165Q01HA,Encountered types of problems about money matters: During your mathematics class,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL165Q02HA,Encountered types of problems about money matters: During another class,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL165Q03HA,Encountered types of problems about money matters: During [...] school time from an outside visitor [...],Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL165Q04HA,Encountered types of problems about money matters: During extra-curricular activity outside of school time,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL166Q01HA,Encountered in a school lesson in the last 12 months: Describing the purpose and uses of money,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL166Q02HA,Encountered in a school lesson in the last 12 months: Exploring the difference between spending money on needs and wants,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL166Q03HA,Encountered in a school lesson in the last 12 months: Exploring ways of planning to pay an expense,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL166Q05HA,Encountered in a school lesson in the last 12 months: Discussing the rights of consumers when dealing with [...],Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL166Q06HA,Encountered in a school lesson in the last 12 months: Discussing the ways in which money invested in the stock [...],Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL166Q07HA,Encountered in a school lesson in the last 12 months: Analysing advertisements to understand how they encourage [...],Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL153Q01HA,"Get information about money matters (spending, saving, banking, investment): Parents/guardians or other adult relations",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL153Q02HA,"Get information about money matters (spending, saving, banking, investment): Friends",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL153Q03HA,"Get information about money matters (spending, saving, banking, investment): Television or radio",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL153Q04HA,"Get information about money matters (spending, saving, banking, investment): The Internet",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL153Q05HA,"Get information about money matters (spending, saving, banking, investment): Magazines",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL153Q06HA,"Get information about money matters (spending, saving, banking, investment): Teachers",Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL167Q01HA,Discuss the following with your parents (or guardians or relatives): Your spending decisions,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL167Q02HA,Discuss the following with your parents (or guardians or relatives): Your savings decisions,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL167Q03HA,Discuss the following with your parents (or guardians or relatives): The family budget,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FL167Q04HA,Discuss the following with your parents (or guardians or relatives): Money for things you want to buy,Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
