variable_name,label,questionnaire,source_file,category,type
IC152Q02HA,Digital device used for learning or teaching during lessons within the last month: <Mathematics>,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC152Q03HA,Digital device used for learning or teaching during lessons within the last month: <Science>,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC152Q04HA,Digital device used for learning or teaching during lessons within the last month: <Foreign language>,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC152Q05HA,Digital device used for learning or teaching during lessons within the last month: <Social sciences>,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC152Q06HA,Digital device used for learning or teaching during lessons within the last month: Music,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC152Q07HA,Digital device used for learning or teaching during lessons within the last month: Sports,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC152Q08HA,Digital device used for learning or teaching during lessons within the last month: <Performing arts>,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC152Q09HA,Digital device used for learning or teaching during lessons within the last month: <Visual arts>,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q01TA,Use digital devices outside of school: Playing one-player games.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q02TA,Use digital devices outside of school: Playing collaborative online games.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q03TA,Use digital devices outside of school: Using email.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q04TA,Use digital devices outside of school: <Chatting online> (e.g. <MSN>).,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q05TA,"Use digital devices outside of school: Participating in Social Networks (e.g. <Facebook>, <MySpace>).",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q07NA,"Use digital devices outside of school: Playing online games via Social Networks (e.g. <Farmville>, <The Sims Social>).",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q08TA,"Use digital devices outside of school: Browsing the Internet for fun (such as watching videos, e.g. <YouTube>).",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q09TA,Use digital devices outside of school: Reading news on the Internet (e.g. current affairs).,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q10TA,Use digital devices outside of school: Obtaining practical information from the Internet [...],Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q11TA,"Use digital devices outside of school: Downloading music, films, games or software from the Internet.",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q12TA,Use digital devices outside of school: Uploading your own created contents for sharing [...],Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC008Q13NA,Use digital devices outside of school: Downloading new apps on a mobile device.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q01TA,Use digital devices outside of school: Browsing the Internet for schoolwork [...],Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q02NA,"Use digital devices outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q03TA,Use digital devices outside of school: Using email for communication with other students about schoolwork.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q04TA,Use digital devices outside of school: Using email for communication with teachers and submission of homework or [...],Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q05NA,Use digital devices outside of school: Using Social Networks for communication with other students about schoolwork.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q06NA,Use digital devices outside of school: Using Social Networks for communication with teachers [...],Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q07TA,"Use digital devices outside of school: Downloading, uploading or browsing material from my school's website [...]",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q08TA,"Use digital devices outside of school: Checking the school's website for announcements, e.g. absence of teachers.",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q09NA,Use digital devices outside of school: Doing homework on a computer.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q10NA,Use digital devices outside of school: Doing homework on a mobile device.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q11HA,Use digital devices outside of school: Using learning apps or learning websites on a computer.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC010Q12HA,Use digital devices outside of school: Using learning apps or learning websites on a mobile device.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC011Q01TA,Use digital devices at school: <Chatting on line> at school.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC011Q02TA,Use digital devices at school: Using email at school.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC011Q03TA,Use digital devices at school: Browsing the Internet for schoolwork.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC011Q04TA,"Use digital devices at school: Downloading, uploading or browsing material from the school's website (e.g. <intranet>).",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC011Q05TA,Use digital devices at school: Posting my work on the school's website.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC011Q06TA,Use digital devices at school: Playing simulations at school.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC011Q07TA,"Use digital devices at school: Practicing and drilling, foreign language learning or math.",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC011Q08TA,Use digital devices at school: Doing homework on a school computer.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC011Q09TA,Use digital devices at school: Using school computers for group work and communication with other students.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC011Q10HA,Use digital devices at school: Using learning apps or learning websites.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC013Q01NA,Agree: I forget about time when I'm using digital devices.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC013Q04NA,"Agree: The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary).",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC013Q05NA,Agree: It is very useful to have Social Networks on the Internet.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC013Q11NA,Agree: I am really excited discovering new digital devices or applications.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC013Q12NA,Agree: I really feel bad if no Internet connection is possible.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC013Q13NA,Agree: I like using digital devices.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC014Q03NA,Agree: I feel comfortable using digital devices that I am less familiar with.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC014Q04NA,"Agree: If my friends and relatives want to buy new digital devices or applications, I can give them advice.",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC014Q06NA,Agree: I feel comfortable using my digital devices at home.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC014Q08NA,"Agree: When I come across problems with digital devices, I think I can solve them.",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC014Q09NA,"Agree: If my friends and relatives have a problem with digital devices, I can help them.",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC015Q02NA,"Agree: If I need new software, I install it by myself.",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC015Q03NA,Agree: I read information about digital devices to be independent.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC015Q05NA,Agree: I use digital devices as I want to use them.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC015Q07NA,Agree: If I have a problem with digital devices I start to solve it on my own.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC015Q09NA,"Agree: If I need a new application, I choose it by myself.",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC016Q01NA,"Agree: To learn something new about digital devices, I like to talk about them with my friends.",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC016Q02NA,Agree: I like to exchange solutions to problems with digital devices with others on the Internet.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC016Q04NA,Agree: I like to meet friends and play computer and video games with them.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC016Q05NA,Agree: I like to share information about digital devices with my friends.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC016Q07NA,Agree: I learn a lot about digital media by discussing with my friends and relatives.,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
IC169Q01HA,"Which of the following statements best describes how you read the news (e.g. politics, culture, sport, local news)?",Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
EC031Q01TA,Did you change schools when you were attending <ISCED 1>?,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC032Q01TA,Did you change schools when you were attending <ISCED 2>?,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC033Q01NA,Have you ever changed your <study programme>?,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC150Q01WA,Find out about future study or types of work: I did an internship.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC150Q02WA,Find out about future study or types of work: I attended <job shadowing or work-site visits>.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC150Q03WA,Find out about future study or types of work: I visited a <job fair>.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC150Q04WA,Find out about future study or types of work: I spoke to a <career advisor> at my school.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC150Q05WA,Find out about future study or types of work: I spoke to a <career advisor> outside of my school.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC150Q06WA,Find out about future study or types of work: I completed a questionnaire to find out about my interests and abilities.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC150Q07WA,Find out about future study or types of work: I researched the Internet for information about careers.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC150Q08WA,Find out about future study or types of work: I went to an organised tour in an <ISCED 3-5> institution.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC150Q09WA,Find out about future study or types of work: I researched the Internet for information about <ISCED 3-5> programmes.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC150Q10WA,Find out about future study or types of work: <country specific item>,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q01WA,"Acquired skills: How to find information on jobs I am interested in. Yes, at school",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q01WB,"Acquired skills: How to find information on jobs I am interested in. Yes, out of school",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q01WC,"Acquired skills: How to find information on jobs I am interested in. No, never",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q02WA,"Acquired skills: How to search for a job. Yes, at school",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q02WB,"Acquired skills: How to search for a job. Yes, out of school",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q02WC,"Acquired skills: How to search for a job. No, never",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q03WA,"Acquired skills: How to write a <rsum> or a summary of my qualifications. Yes, at school",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q03WB,"Acquired skills: How to write a <rsum> or a summary of my qualifications. Yes, out of school",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q03WC,"Acquired skills: How to write a <rsum> or a summary of my qualifications. No, never",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q04WA,"Acquired skills: How to prepare for a job interview. Yes, at school",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q04WB,"Acquired skills: How to prepare for a job interview. Yes, out of school",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q04WC,"Acquired skills: How to prepare for a job interview. No, never",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q05WA,"Acquired skills: How to find information on student financing (e.g. student loans or grants). Yes, at school",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q05WB,"Acquired skills: How to find information on student financing (e.g. student loans or grants). Yes, out of school",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC151Q05WC,"Acquired skills: How to find information on student financing (e.g. student loans or grants). No, never",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC152Q01HA,What do you think you will be doing 5 years from now?,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC153Q01HA,Importance for decisions about future occupation: My parents' or guardians' expectations about my occupation,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC153Q02HA,Importance for decisions about future occupation: The plans my close friends have for their future,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC153Q03HA,Importance for decisions about future occupation: My school grades,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC153Q04HA,Importance for decisions about future occupation: The school subjects I am good at,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC153Q05HA,Importance for decisions about future occupation: My special talents,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC153Q06HA,Importance for decisions about future occupation: My hobbies,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC153Q07HA,Importance for decisions about future occupation: The social status of the occupation I want,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC153Q08HA,Importance for decisions about future occupation: Financial support for education or training,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC153Q09HA,Importance for decisions about future occupation: Education or training options for the occupation I want,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC153Q10HA,Importance for decisions about future occupation: Employment opportunities for the occupation I want,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC153Q11HA,Importance for decisions about future occupation: The expected salary of the occupation I want,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC160Q01HA,"If you had the opportunity to participate in a student exchange programme [...], would you like to take part?",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC158Q01HA,"On the most recent day you attended school, how long did you study in the morning before going to school? Hours",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC158Q02HA,"On the most recent day you attended school, how long did you study in the morning before going to school? Minutes",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC159Q01HA,"On the most recent day you attended school, how long did you study after leaving school? Hours",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC159Q02HA,"On the most recent day you attended school, how long did you study after leaving school? Minutes",Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC163Q01HA,Why did you study before or after school? I was interested in the content.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC163Q02HA,Why did you study before or after school? We have a test coming up soon.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC163Q03HA,Why did you study before or after school? My parents think studying is important.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC163Q04HA,Why did you study before or after school? I had a homework assignment.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC163Q05HA,Why did you study before or after school? All my classmates study before or after school.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC163Q06HA,Why did you study before or after school? I always study.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC163Q07HA,Why did you study before or after school? Other reason.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC162Q01HA,Why didn't you study before or after school? I had no time to study.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC162Q02HA,Why didn't you study before or after school? I was not interested in the content.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC162Q03HA,Why didn't you study before or after school? There is no test coming up soon.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC162Q04HA,Why didn't you study before or after school? Nobody told me I have to study.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC162Q05HA,Why didn't you study before or after school? I had no homework assignment.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC162Q06HA,Why didn't you study before or after school? None of my classmates study before or after school.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC162Q07HA,Why didn't you study before or after school? I never study.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC162Q08HA,Why didn't you study before or after school? Other reason.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC154Q01IA,Do you currently attend additional instruction? [Enrichment lessons] in [Test language],Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC154Q02IA,Do you currently attend additional instruction? [Enrichment lessons] in mathematics,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC154Q03IA,Do you currently attend additional instruction? [Enrichment lessons] in [science],Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC154Q04HA,Do you currently attend additional instruction? [Enrichment lessons] in foreign language,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC154Q05IA,Do you currently attend additional instruction? [Remedial lessons] in [Test language],Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC154Q06IA,Do you currently attend additional instruction? [Remedial lessons] in mathematics,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC154Q07IA,Do you currently attend additional instruction? [Remedial lessons] in [science],Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC154Q08HA,Do you currently attend additional instruction? [Remedial lessons] in foreign language,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC154Q09IA,Do you currently attend additional instruction? Lessons to improve your [study skills],Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC012Q01NA,Why do you attend additional instruction in <test language> this school year? I want to learn more.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC012Q02NA,Why do you attend additional instruction in <test language> this school year? I want to prepare for exams.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC012Q04NA,Why do you attend additional instruction in <test language> this school year? My parents wanted me to attend.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC012Q06NA,Why do you attend additional instruction in <test language> this school year? My teachers recommend it.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC012Q07NA,Why do you attend additional instruction in <test language> this school year? I want to improve my grades.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC012Q08NA,Why do you attend additional instruction in <test language> this school year? I need to improve my grades.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC012Q13HA,Why do you attend additional instruction in [Test language] this school year? It was helpful for me in the past.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC012Q12NA,Why do you attend additional instruction in <test language> this school year? Other reason.,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC155Q01DA,How often do the following people work with you on your schoolwork? Your mother,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC155Q02DA,How often do the following people work with you on your schoolwork? Your father,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC155Q03DA,How often do the following people work with you on your schoolwork? Your brothers and sisters,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC155Q04HA,How often do the following people work with you on your schoolwork? Other relatives,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
EC155Q05HA,How often do the following people work with you on your schoolwork? Other person,Student questionnaire,SPSS_STU_QQQ.zip,Expected occupation items,NUM
WB150Q01HA,How is your health?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB151Q01HA,How much do you weigh? (kilograms),Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB152Q01HA,How tall are you? (centimeters),Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB153Q01HA,Agree: I like my look just the way it is.,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB153Q02HA,Agree: I consider myself to be attractive.,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB153Q03HA,Agree: I am not concerned about my weight.,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB153Q04HA,Agree: I like my body.,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB153Q05HA,Agree: I like the way my clothes fit me.,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB154Q01HA,"In the past six months, how often have you had the following? Headache",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB154Q02HA,"In the past six months, how often have you had the following? Stomach pain",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB154Q03HA,"In the past six months, how often have you had the following? Back pain",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB154Q04HA,"In the past six months, how often have you had the following? Feeling depressed",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB154Q05HA,"In the past six months, how often have you had the following? Irritability or bad temper",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB154Q06HA,"In the past six months, how often have you had the following? Feeling nervous",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB154Q07HA,"In the past six months, how often have you had the following? Difficulties in getting to sleep",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB154Q08HA,"In the past six months, how often have you had the following? Feeling dizzy",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB154Q09HA,"In the past six months, how often have you had the following? Feeling anxious",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB155Q01HA,How satisfied are you with each of the following? Your health,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB155Q02HA,How satisfied are you with each of the following? The way that you look,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB155Q03HA,How satisfied are you with each of the following? What you learn at school,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB155Q04HA,How satisfied are you with each of the following? The friends you have,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB155Q05HA,How satisfied are you with each of the following? The neighbourhood you live in,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB155Q06HA,How satisfied are you with each of the following? All the things you have,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB155Q07HA,How satisfied are you with each of the following? How you use your time,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB155Q08HA,How satisfied are you with each of the following? Your relationship with your parents/guardians,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB155Q09HA,How satisfied are you with each of the following? Your relationship with your teachers,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB155Q10HA,How satisfied are you with each of the following? Your life at school,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB156Q01HA,"At present, how many close friends do you have?",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB158Q01HA,How many days a week do you usually spend time with your friends right after school?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB160Q01HA,"How often do you talk to your friends on the phone, send them text messages or have contact through social media?",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB161Q01HA,Are your friends well accepted by your parents or guardians?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB162Q01HA,How easy is it for you to talk to the following people about things that really bother you? Your father,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB162Q02HA,How easy is it for you to talk to the following people about things that really bother you? Your mother's partner,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB162Q03HA,How easy is it for you to talk to the following people about things that really bother you? Your mother,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB162Q04HA,How easy is it for you to talk to the following people about things that really bother you? Your father's partner,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB162Q05HA,How easy is it for you to talk to the following people about things that really bother you? Your brother(s),Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB162Q06HA,How easy is it for you to talk to the following people about things that really bother you? Your sister(s),Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB162Q07HA,How easy is it for you to talk to the following people about things that really bother you? Your close friend(s),Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB162Q08HA,How easy is it for you to talk to the following people about things that really bother you? Your teachers,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB162Q09HA,How easy is it for you to talk to the following people about things that really bother you? Other family members,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB163Q01HA,"Thinking about your parents or guardians, how often do they: Help me as much as I need",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB163Q02HA,"Thinking about your parents or guardians, how often do they: Let me do the things I like doing",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB163Q03HA,"Thinking about your parents or guardians, how often do they: Show that they care",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB163Q04HA,"Thinking about your parents or guardians, how often do they: Try to understand my problems and worries",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB163Q05HA,"Thinking about your parents or guardians, how often do they: Encourage me to make my own decisions",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB163Q06HA,"Thinking about your parents or guardians, how often do they: Try to control everything I do",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB163Q07HA,"Thinking about your parents or guardians, how often do they: Treat me like a baby",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB163Q08HA,"Thinking about your parents or guardians, how often do they: Make me feel better when I am upset",Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB164Q01HA,How often do you worry about how much money your family has?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB165Q01HA,When was the last time you attended a mathematics class at school?,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB166Q01HA,How did you feel the last time you attended a mathematics class at school? Bored,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB166Q02HA,How did you feel the last time you attended a mathematics class at school? Challenged,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
WB166Q03HA,How did you feel the last time you attended a mathematics class at school? Nervous or tense,Student questionnaire,SPSS_STU_QQQ.zip,Well-being items,NUM
