country,oecd,n_students,perf_math,perf_read,perf_scie,perf,lifesat,belong,bullied,swbp,gfofail,escs_mean,z_lifesat,z_belong,z_bullied,z_swbp,z_gfofail,z_bullied_inv,z_gfofail_inv,wellbeing_composite,quadrant
QAZ,0,6827,419.6431126915098,389.38833381099147,397.64958107487445,402.2270091924585,7.237968107057436,-0.21108398529479566,0.23788699760804213,0.06816023246788167,0.036575734153667896,-0.5550585663736655,-0.005274492507288968,-0.6117586853786615,0.5806581299339297,-0.13792682908808426,0.30028437407147474,-0.5806581299339297,-0.30028437407147474,-0.32718050219588785,lo_hi
QCI,0,12058,591.3935968785127,555.2362435875075,590.4526400807877,579.0274935156026,6.63912927204473,-0.1896985736077935,-0.2016254509509773,0.1107360424940267,0.0010926294845740644,-0.6651269265421312,-0.9789913868650063,-0.5064363752631936,-1.1438704949523195,0.0568766529728141,0.14384476753011238,1.1438704949523195,-0.14384476753011238,-0.08570507634663573,hi_lo
QMR,0,2016,494.9133351808202,485.89486894165066,485.0860122360431,488.63140545283795,7.270582816476056,-0.42166784993790624,0.37846721990053034,-0.11564461223470633,-0.17486078245377934,0.33595680235298736,0.047757294525700975,-1.6488759231419943,1.132257107917628,-0.9789166715770258,-0.6319070385744359,-1.132257107917628,0.6319070385744359,-0.6160770739073023,hi_hi
QRT,0,5816,475.38881823741815,462.53214390103307,463.59523242622015,467.1720648548905,7.549799517684875,-0.3786568407747591,0.36043206913364095,-0.002441955932797634,-0.15073756258724996,0.1341926323781077,0.5017659580554957,-1.4370483973612533,1.0614920275345556,-0.4609635988671229,-0.5255514346997366,-1.0614920275345556,0.5255514346997366,-0.3864373262015398,hi_hi
ROU,0,5075,429.9168270744656,427.70314585064466,425.7612270851724,427.79373333676085,7.86742555539468,-0.030364404108615482,0.30462255110823294,0.19149297923398617,-0.26748522195267577,-0.46574568345701983,1.0182285201392944,0.2782781328134744,0.8425104908534689,0.4263759641510448,-1.0402740911887085,-0.8425104908534689,1.0402740911887085,0.38412924348781063,lo_hi
RUS,0,7608,487.7865387343271,478.5019339949442,477.7176797629587,481.33538416407663,7.31785920062514,-0.3883792606343059,0.3261569518674634,-0.07315845765107011,-0.1592306181755387,0.13408380980507023,0.124629085830171,-1.4849309321708282,0.9270056869527399,-0.7845234034938698,-0.5629960238064807,-0.9270056869527399,0.5629960238064807,-0.5017669825961572,hi_hi
SAU,0,6136,373.23880574054255,399.1516585785921,386.24614496617284,386.2122030951025,7.945912560298624,0.029128427558513113,0.02866461622945149,0.03240399020198223,-0.3309759112896273,-0.704908947355545,1.1458490387065072,0.5712779851521134,-0.24027421643576902,-0.30152772110946746,-1.3201948746584777,0.24027421643576902,1.3201948746584777,0.5952136787686799,lo_hi
SRB,0,6609,448.2830562982835,439.46634120605887,439.8738894626234,442.5410956556553,7.605463704229524,0.027210110999145654,-0.09775654823157799,0.23306812490066162,-0.31169010676425046,-0.23855958205533237,0.5922763853694732,0.5618303516661453,-0.736316860095318,0.6166009566546286,-1.2351666985752425,0.736316860095318,1.2351666985752425,0.7484382504721615,lo_hi
SVK,1,5965,486.16485429356203,457.9839670407485,464.04757834349135,469.3987998926006,7.218103835404992,-0.28267670991788924,0.0797195104950513,-0.02109503618395286,0.010826972521119999,-0.21123525118595637,-0.03757396236663109,-0.9643500338701039,-0.03994854445484312,-0.5463098314309903,0.1867620040227326,0.03994854445484312,-0.1867620040227326,-0.33900945744712296,hi_hi
SVN,1,6401,508.89754408489455,495.3456151260359,507.00654597077437,503.74990172723494,6.8564173520086715,-0.10541339226754906,-0.10609357500497588,-0.6090182396397292,0.004431626937287494,0.07269837993677425,-0.6256791732391966,-0.09133517743817925,-0.7690291105999519,-3.2363229432720275,0.15856589897045315,0.7690291105999519,-0.15856589897045315,-0.6685748164639809,hi_lo
SWE,1,5504,502.38770205684824,505.7852205981653,499.4446900593011,502.53920423810484,7.014651927301147,0.0314445614658485,-0.12003194757448343,-0.047830975261879044,-0.0045663597852739135,0.360590973463838,-0.36838844620989125,0.5826848534054654,-0.823719535317734,-0.6686387789096119,0.11889514536337151,0.823719535317734,-0.11889514536337151,0.05009640364806496,hi_lo
TAP,0,7243,531.1435364530552,502.601146902421,515.7480277485713,516.4975703680159,6.520851290404972,-0.047824496863627004,-0.36268133728155044,0.12495448434126015,0.6680581152674536,-0.31511869920715624,-1.17131236242552,0.19228786380659607,-1.7758104709282279,0.1219324200767302,3.084394055581094,1.7758104709282279,-3.084394055581094,-0.433135132639012,hi_lo
THA,0,8633,418.5555016795997,392.88864098808057,425.81344997713563,412.419197548272,7.635720277815404,-0.3961554767735786,0.16169058463480981,0.31857559804769314,0.16199863919122445,-1.297471128052454,0.6414738240514911,-1.5232284903255384,0.2816839012930592,1.007836108752537,0.8532548680102481,-0.2816839012930592,-0.8532548680102481,-0.20177146536496354,lo_hi
TUR,1,6890,453.50777794614606,465.6316664986094,468.299618695693,462.47968771348286,5.62028054582029,-0.13590807314693473,-0.04795193558980982,-0.2616669497653272,0.11556676813215919,-1.1484170251406425,-2.63564783517055,-0.24152027948150182,-0.5408969568964506,-1.6470345486571982,0.6485438172947149,0.5408969568964506,-0.6485438172947149,-0.9263699047415029,hi_lo
UKR,0,5998,453.11749892793364,465.95014814029145,468.987742612404,462.685129893543,8.033488672996041,-0.24008331452178036,-0.031354224889124455,0.3100699725483187,-0.2185990717592198,-0.20416986007918628,1.2882485216556068,-0.7545792394408211,-0.47577200468006514,0.9689190461442948,-0.824742497408882,0.47577200468006514,0.824742497408882,0.5606205660896055,hi_hi
