CYCLE,CNT,CNTSCHID,N_STUDENTS_SAMPLED,SUM_W_FSTUWT,MEAN_MATH,MEAN_READ,MEAN_SCIE,SD_MATH,SD_READ,SD_SCIE
2022,MYS,45800137.0,40,3353.9698,373.46940921124275,360.97139819782217,387.7706368082354,57.879165974796564,79.94658277992278,71.8675962547562
2022,MYS,45800138.0,35,2147.5419,452.1647028571428,454.2154057142856,464.4999399999999,74.51199169851208,77.74634176257314,76.64158979536298
2022,MYS,45800139.0,33,1714.88031,359.1455990817085,334.2229907244885,371.0933714068272,45.9961002936994,68.48037680186367,55.60364683813235
2022,MYS,45800140.0,41,1947.53239,380.61986097560975,358.883987804878,387.6082341463415,73.52199514624405,66.72663594406511,67.58863573968273
2022,MYS,45800141.0,33,214.53597,432.5115818181818,431.6715878787879,442.70406969696967,60.75679957869013,68.20540416402524,59.55541016407496
2022,MYS,45800142.0,35,2399.03182,385.6925009280302,387.70684048644046,398.448206975173,50.181655570115474,68.03725183450234,52.040604132581194
2022,MYS,45800143.0,29,1721.36611,371.9835382189133,375.2424179030689,395.013598951093,54.055565207231986,72.32318709249773,58.27076976458189
2022,MYS,45800144.0,37,2653.4345,407.1149287997416,376.828484196165,426.62109764233185,56.46522575830897,64.89445540125507,64.71411921155139
2022,MYS,45800145.0,36,1660.61916,434.91189444444444,432.7342472222222,451.63638055555555,68.51173468127737,59.32308639206385,65.74465682544019
2022,MYS,45800146.0,39,2450.7674,408.81459897260424,347.7296245888916,387.36801800885183,79.93045310876475,86.84402467366813,78.51545299462464
2022,MYS,45800147.0,35,2389.97712,399.67690099997196,388.06742700479117,429.93118839016086,51.69115021897787,69.02918379475724,59.94520830922555
2022,MYS,45800148.0,40,2138.5852,483.481985,480.7422475,510.7066050000001,41.94344353576342,49.57181975745388,41.817029845912955
2022,MYS,45800149.0,32,271.05832000000004,405.1059163299322,403.5209606824981,426.0286727746929,49.467128576259,61.51979601161129,50.545503832845746
2022,MYS,45800150.0,39,1935.20269,382.67922911707717,362.35980203327796,376.63488396658545,57.399794141970766,74.78782228529137,61.944601035539264
2022,MYS,45800151.0,32,2575.62983,397.6983646690309,411.45892658252296,420.6607333716038,50.57810697191167,55.049130940778426,61.31788490996874
2022,MYS,45800152.0,31,1950.61945,373.1873612344751,366.41270001778514,395.6148194074037,62.426947167331576,73.67171480639018,69.72657187610997
2022,MYS,45800153.0,40,2222.66317,501.3988000740458,420.14163188789877,472.06250010057033,71.65217941409418,76.40360542398781,76.69853417933577
2022,MYS,45800154.0,35,2280.09979,414.2667588145714,402.297798743287,425.912597905436,53.83070653657429,78.39579302280004,58.342036598924295
2022,MYS,45800155.0,35,2012.25808,365.8429022817401,360.12478253561096,384.32344417426214,53.42822602188324,70.55240614322362,64.33670472918281
2022,MYS,45800156.0,34,1658.36153,381.66166952076674,359.9402606813558,387.23669293809724,49.10224169713091,68.08744926959172,59.61960810609792
2022,MYS,45800157.0,37,1449.5049,402.7554701979248,397.2254199145853,409.97657815321077,62.68067149075681,72.89452287785663,62.41346605859032
2022,MYS,45800158.0,36,4162.806,386.1135583333334,374.03442222222225,410.2887611111111,40.925413277526225,50.47981724348472,45.62521902326899
2022,MYS,45800159.0,31,1840.60123,381.9594707475736,369.79052580276664,382.6708240655859,41.618852198713334,53.78362442707253,54.41613247468597
2022,MYS,45800161.0,35,2232.27497,398.8562641342733,371.6462468201294,393.6984605978631,62.391130579927015,80.08596407145188,68.13542695901701
2022,MYS,45800162.0,31,1958.90283,398.5961662125497,374.38771066928416,414.44391651196196,49.346582911646216,62.22181769309502,57.81758959842843
2022,MYS,45800163.0,32,2340.11824,410.09668633336025,403.9442042859245,431.4486233249612,63.54777267996608,76.8705251883571,65.1010888134166
2022,MYS,45800164.0,35,2424.0118899999998,429.135919258743,402.3170338913181,430.91337145281665,70.84219640378637,74.88913579872147,70.77845329149625
2022,MYS,45800165.0,3,468.55320000000006,310.7966333333333,286.1315333333333,339.9934666666666,19.00421189356599,36.61506665589391,51.71406386018755
2022,MYS,45800166.0,39,2445.29424,393.4551579123639,384.25925476928614,420.0183754036471,49.018103604185114,59.45886326808223,55.198918041078514
2022,MYS,45800167.0,42,1925.07,374.6453333333334,356.7153714285715,405.3766476190476,46.05268656362469,51.81041041523313,50.54067694776365
2022,MYS,45800168.0,33,1642.33662,364.0660391238369,357.48409505708275,370.1497232511444,52.42624958983851,60.08731066413448,57.60041077892969
2022,MYS,45800169.0,35,1797.2122000000002,365.2547766342205,353.23619243154815,382.7547941902097,47.86609541148143,57.84864399259283,50.38852202335537
2022,MYS,45800170.0,32,2127.36976,383.6208684089215,387.9061880984578,397.68556650323586,54.58733209551714,65.64363075501332,58.10749099632599
2022,MYS,45800171.0,35,2083.28195,401.0336282873501,391.4216697150244,404.54726410598715,56.37781048762102,72.23581958818899,69.54710257700039
